0
0
26.11
0
5.39
32.325
50.995
52.21
37.55
56.01
18.805
71.66
0
0
31.895
0
9.67
41.815
1.95
0.56
0
9.06
0
7.1
4.83
11.93
16.997
1.02
9.06
8.22
22.18
42.19
12.03
0
25.845
0
64.33
35.6
9.27
4.3
0
10.96
39.935
27.36
37.84
20.91
32.08
0
