0
12
12
60
4
5.75
4.25
3
4.75
2
3.5
3
9.8
9.5
2.335
5
7
3
5
15
6
5
10
3
10
2
3
8.98
3
4
3
3
7
3
10
3
14.5
2
5
9
6
2
7
3
5
15
2
0
